
  Vtrue,_ktas |   _Vind,_kias |   Vtrue,__mph |   _Vind,__mph |   __VVI,__fpm |   Vtotl,_ktas |   Vtotl,__mph |   _Mach,ratio |   Gload,norml |   Gload,axial |   Gload,_side |   _Qdot,_d/ss |   _Pdot,_d/ss |   _Rdot,_d/ss |   ____Q,__d/s |   ____P,__d/s |   ____R,__d/s |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag |   __mag,_comp |   mavar,__deg |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   __alt,__ind |   __lat,south |   __lon,_west | 
    303.15625 |     233.78394 |     348.86600 |     269.03375 |    1910.07495 |     303.15625 |     348.86600 |       0.48254 |       0.98437 |       0.15261 |       0.00002 |      -0.00661 |       0.01403 |       0.00038 |      -0.01027 |       0.00017 |       0.00003 |       8.13066 |       0.14677 |     337.23724 |     342.10815 |     342.16965 |       4.87090 |      26.22927 |     -80.43116 |   17795.93359 |   17754.14453 |   17753.22266 |      25.00000 |     -82.00000 | 
    303.31448 |     233.78336 |     349.04810 |     269.03308 |    1906.40796 |     303.31451 |     349.04813 |       0.48285 |       0.98430 |       0.15244 |       0.00002 |      -0.00186 |       0.01359 |       0.00034 |      -0.01129 |       0.00015 |       0.00000 |       8.11957 |       0.14676 |     337.23724 |     342.10800 |     342.16956 |       4.87075 |      26.23054 |     -80.43176 |   17827.27344 |   17784.53906 |   17784.75586 |      25.00000 |     -82.00000 | 
    303.47614 |     233.78508 |     349.23410 |     269.03506 |    1902.57678 |     303.47614 |     349.23410 |       0.48317 |       0.98432 |       0.15228 |       0.00002 |       0.00009 |       0.01385 |       0.00050 |      -0.00994 |       0.00013 |       0.00000 |       8.10867 |       0.14675 |     337.23721 |     342.10782 |     342.16956 |       4.87061 |      26.23184 |     -80.43237 |   17859.12891 |   17817.62695 |   17816.53125 |      25.00000 |     -82.00000 | 
    303.63678 |     233.78508 |     349.41898 |     269.03506 |    1898.79846 |     303.63678 |     349.41898 |       0.48348 |       0.98445 |       0.15213 |       0.00002 |      -0.00318 |       0.01392 |       0.00046 |      -0.01027 |       0.00014 |       0.00009 |       8.09879 |       0.14673 |     337.23724 |     342.10773 |     342.16919 |       4.87047 |      26.23313 |     -80.43297 |   17890.78320 |   17851.86133 |   17848.14453 |      25.00000 |     -82.00000 | 
    303.79318 |     233.78564 |     349.59897 |     269.03574 |    1895.24060 |     303.79318 |     349.59897 |       0.48379 |       0.98449 |       0.15197 |       0.00002 |      -0.00263 |       0.01412 |       0.00025 |      -0.01029 |       0.00017 |       0.00000 |       8.08874 |       0.14673 |     337.23727 |     342.10760 |     342.16882 |       4.87033 |      26.23439 |     -80.43356 |   17921.58984 |   17886.28516 |   17878.92188 |      25.00000 |     -82.00000 | 
    303.95117 |     233.78622 |     349.78079 |     269.03638 |    1891.68896 |     303.95117 |     349.78079 |       0.48410 |       0.98448 |       0.15181 |       0.00002 |      -0.00053 |       0.01421 |       0.00040 |      -0.01102 |       0.00016 |      -0.00008 |       8.07835 |       0.14671 |     337.23721 |     342.10739 |     342.16861 |       4.87019 |      26.23566 |     -80.43415 |   17952.67773 |   17920.52930 |   17910.00000 |      25.00000 |     -82.00000 | 
    304.11044 |     233.78679 |     349.96408 |     269.03705 |    1888.09607 |     304.11044 |     349.96408 |       0.48441 |       0.98454 |       0.15166 |       0.00002 |      -0.00332 |       0.01420 |       0.00064 |      -0.01058 |       0.00013 |       0.00008 |       8.06820 |       0.14667 |     337.23718 |     342.10724 |     342.16849 |       4.87005 |      26.23694 |     -80.43475 |   17983.89844 |   17955.33203 |   17941.21680 |      25.00000 |     -82.00000 | 
    304.26987 |     233.78679 |     350.14755 |     269.03705 |    1884.51208 |     304.26987 |     350.14755 |       0.48472 |       0.98458 |       0.15150 |       0.00002 |      -0.00633 |       0.01436 |       0.00024 |      -0.01088 |       0.00019 |       0.00006 |       8.05792 |       0.14667 |     337.23724 |     342.10715 |     342.16806 |       4.86991 |      26.23823 |     -80.43535 |   18015.22070 |   17988.40234 |   17972.53320 |      25.00000 |     -82.00000 | 
    304.42941 |     233.78737 |     350.33115 |     269.03772 |    1880.90198 |     304.42944 |     350.33118 |       0.48503 |       0.98454 |       0.15133 |       0.00002 |      -0.00263 |       0.01431 |       0.00031 |      -0.01012 |       0.00019 |      -0.00011 |       8.04721 |       0.14668 |     337.23718 |     342.10693 |     342.16797 |       4.86977 |      26.23952 |     -80.43596 |   18046.52148 |   18019.96289 |   18003.83594 |      25.00000 |     -82.00000 | 
    304.58960 |     233.78737 |     350.51547 |     269.03772 |    1877.26453 |     304.58960 |     350.51547 |       0.48535 |       0.98456 |       0.15117 |       0.00002 |      -0.00354 |       0.01438 |       0.00058 |      -0.01141 |       0.00015 |       0.00005 |       8.03672 |       0.14665 |     337.23712 |     342.10675 |     342.16782 |       4.86963 |      26.24082 |     -80.43656 |   18077.83398 |   18048.10742 |   18035.14844 |      25.00000 |     -82.00000 | 
    304.74954 |     233.78793 |     350.69952 |     269.03836 |    1873.59338 |     304.74954 |     350.69952 |       0.48566 |       0.98460 |       0.15101 |       0.00002 |      -0.00283 |       0.01448 |       0.00030 |      -0.00978 |       0.00018 |       0.00010 |       8.02640 |       0.14664 |     337.23721 |     342.10669 |     342.16757 |       4.86948 |      26.24211 |     -80.43716 |   18109.07617 |   18073.63477 |   18066.39453 |      25.00000 |     -82.00000 | 
    304.90961 |     233.78851 |     350.88373 |     269.03903 |    1869.94763 |     304.90961 |     350.88373 |       0.48597 |       0.98455 |       0.15085 |       0.00002 |      -0.00006 |       0.01447 |       0.00027 |      -0.01118 |       0.00019 |      -0.00007 |       8.01550 |       0.14666 |     337.23721 |     342.10657 |     342.16736 |       4.86934 |      26.24341 |     -80.43777 |   18140.27734 |   18101.77734 |   18097.59766 |      25.00000 |     -82.00000 | 
    305.06985 |     233.78851 |     351.06815 |     269.03903 |    1866.23413 |     305.06985 |     351.06815 |       0.48628 |       0.98467 |       0.15070 |       0.00002 |      -0.00583 |       0.01453 |       0.00059 |      -0.00993 |       0.00014 |       0.00002 |       8.00552 |       0.14662 |     337.23712 |     342.10632 |     342.16727 |       4.86919 |      26.24471 |     -80.43838 |   18171.42773 |   18133.25586 |   18128.75195 |      25.00000 |     -82.00000 | 
    305.22992 |     233.78908 |     351.25232 |     269.03967 |    1862.58252 |     305.22992 |     351.25232 |       0.48660 |       0.98462 |       0.15053 |       0.00002 |      -0.00039 |       0.01449 |       0.00030 |      -0.00998 |       0.00017 |       0.00009 |       7.99473 |       0.14660 |     337.23718 |     342.10623 |     342.16714 |       4.86905 |      26.24601 |     -80.43899 |   18202.52344 |   18161.54688 |   18159.84961 |      25.00000 |     -82.00000 | 
    305.38971 |     233.78908 |     351.43622 |     269.03967 |    1858.92078 |     305.38971 |     351.43622 |       0.48691 |       0.98468 |       0.15038 |       0.00002 |      -0.00369 |       0.01456 |       0.00027 |      -0.01116 |       0.00018 |      -0.00000 |       7.98452 |       0.14660 |     337.23718 |     342.10608 |     342.16675 |       4.86891 |      26.24731 |     -80.43960 |   18233.56250 |   18190.14062 |   18190.89062 |      25.00000 |     -82.00000 | 
    305.54922 |     233.78964 |     351.61978 |     269.04031 |    1855.25916 |     305.54919 |     351.61975 |       0.48722 |       0.98468 |       0.15022 |       0.00002 |      -0.00165 |       0.01448 |       0.00039 |      -0.01012 |       0.00018 |      -0.00012 |       7.97400 |       0.14659 |     337.23709 |     342.10587 |     342.16663 |       4.86876 |      26.24861 |     -80.44021 |   18264.51367 |   18219.27930 |   18221.84766 |      25.00000 |     -82.00000 | 
    305.70901 |     233.78964 |     351.80368 |     269.04031 |    1851.59302 |     305.70901 |     351.80368 |       0.48753 |       0.98469 |       0.15006 |       0.00002 |      -0.00325 |       0.01462 |       0.00052 |      -0.01118 |       0.00017 |       0.00008 |       7.96347 |       0.14656 |     337.23703 |     342.10565 |     342.16650 |       4.86862 |      26.24991 |     -80.44081 |   18295.44141 |   18250.58789 |   18252.77734 |      25.00000 |     -82.00000 | 
    305.86862 |     233.79021 |     351.98734 |     269.04099 |    1847.88428 |     305.86862 |     351.98734 |       0.48785 |       0.98469 |       0.14990 |       0.00002 |      -0.00231 |       0.01456 |       0.00021 |      -0.01011 |       0.00022 |       0.00003 |       7.95280 |       0.14658 |     337.23709 |     342.10556 |     342.16629 |       4.86848 |      26.25121 |     -80.44142 |   18326.28125 |   18281.85938 |   18283.61914 |      25.00000 |     -82.00000 | 
    306.02826 |     233.79021 |     352.17105 |     269.04099 |    1844.16760 |     306.02826 |     352.17105 |       0.48816 |       0.98478 |       0.14975 |       0.00002 |      -0.00612 |       0.01443 |       0.00050 |      -0.01041 |       0.00018 |      -0.00007 |       7.94275 |       0.14659 |     337.23700 |     342.10535 |     342.16595 |       4.86833 |      26.25251 |     -80.44203 |   18357.06641 |   18314.80273 |   18314.40625 |      25.00000 |     -82.00000 | 
    306.18774 |     233.79021 |     352.35458 |     269.04099 |    1840.49414 |     306.18774 |     352.35458 |       0.48847 |       0.98472 |       0.14958 |       0.00002 |      -0.00217 |       0.01458 |       0.00040 |      -0.01049 |       0.00019 |      -0.00003 |       7.93181 |       0.14659 |     337.23697 |     342.10516 |     342.16589 |       4.86819 |      26.25382 |     -80.44264 |   18387.79492 |   18347.56250 |   18345.14062 |      25.00000 |     -82.00000 | 
    306.34741 |     233.79079 |     352.53830 |     269.04166 |    1836.76672 |     306.34738 |     352.53827 |       0.48878 |       0.98482 |       0.14943 |       0.00002 |      -0.00306 |       0.01454 |       0.00050 |      -0.00969 |       0.00019 |       0.00004 |       7.92193 |       0.14659 |     337.23691 |     342.10495 |     342.16559 |       4.86805 |      26.25512 |     -80.44325 |   18418.46484 |   18380.23047 |   18375.81055 |      25.00000 |     -82.00000 | 
    306.50690 |     233.79135 |     352.72183 |     269.04230 |    1833.12268 |     306.50693 |     352.72189 |       0.48909 |       0.98481 |       0.14927 |       0.00002 |      -0.00181 |       0.01454 |       0.00026 |      -0.01005 |       0.00022 |       0.00001 |       7.91145 |       0.14662 |     337.23694 |     342.10483 |     342.16531 |       4.86790 |      26.25643 |     -80.44386 |   18449.07422 |   18412.95508 |   18406.42578 |      25.00000 |     -82.00000 | 
    306.66638 |     233.79135 |     352.90536 |     269.04230 |    1829.49609 |     306.66641 |     352.90543 |       0.48941 |       0.98486 |       0.14912 |       0.00002 |      -0.00406 |       0.01449 |       0.00049 |      -0.01113 |       0.00019 |      -0.00000 |       7.90129 |       0.14663 |     337.23688 |     342.10464 |     342.16501 |       4.86776 |      26.25773 |     -80.44447 |   18479.59766 |   18445.07031 |   18436.95312 |      25.00000 |     -82.00000 | 
    306.82593 |     233.79193 |     353.08899 |     269.04297 |    1825.86670 |     306.82593 |     353.08899 |       0.48972 |       0.98491 |       0.14897 |       0.00002 |      -0.00325 |       0.01444 |       0.00049 |      -0.00959 |       0.00019 |       0.00001 |       7.89129 |       0.14664 |     337.23685 |     342.10446 |     342.16473 |       4.86761 |      26.25904 |     -80.44508 |   18510.09766 |   18477.01172 |   18467.45312 |      25.00000 |     -82.00000 | 
    306.98541 |     233.79250 |     353.27252 |     269.04361 |    1822.28845 |     306.98541 |     353.27252 |       0.49003 |       0.98491 |       0.14881 |       0.00002 |      -0.00158 |       0.01467 |       0.00038 |      -0.00968 |       0.00019 |       0.00005 |       7.88099 |       0.14664 |     337.23688 |     342.10434 |     342.16458 |       4.86747 |      26.26034 |     -80.44569 |   18540.50781 |   18509.17969 |   18497.86914 |      25.00000 |     -82.00000 | 
    307.14493 |     233.79308 |     353.45609 |     269.04428 |    1818.72449 |     307.14493 |     353.45609 |       0.49034 |       0.98492 |       0.14866 |       0.00002 |       0.00009 |       0.01464 |       0.00040 |      -0.01025 |       0.00017 |       0.00004 |       7.87083 |       0.14664 |     337.23688 |     342.10422 |     342.16431 |       4.86733 |      26.26165 |     -80.44630 |   18570.89258 |   18541.05273 |   18528.25391 |      25.00000 |     -82.00000 | 
    307.30447 |     233.79366 |     353.63968 |     269.04495 |    1815.17053 |     307.30447 |     353.63968 |       0.49065 |       0.98501 |       0.14851 |       0.00002 |      -0.00310 |       0.01474 |       0.00042 |      -0.00980 |       0.00017 |       0.00006 |       7.86112 |       0.14663 |     337.23688 |     342.10406 |     342.16400 |       4.86718 |      26.26296 |     -80.44691 |   18601.18750 |   18572.32227 |   18558.55469 |      25.00000 |     -82.00000 | 
    307.46384 |     233.79422 |     353.82309 |     269.04559 |    1811.68604 |     307.46384 |     353.82309 |       0.49096 |       0.98504 |       0.14836 |       0.00002 |      -0.00267 |       0.01472 |       0.00042 |      -0.00991 |       0.00016 |       0.00008 |       7.85125 |       0.14661 |     337.23688 |     342.10391 |     342.16370 |       4.86703 |      26.26427 |     -80.44753 |   18631.43359 |   18603.59180 |   18588.80078 |      25.00000 |     -82.00000 | 
    307.62296 |     233.79480 |     354.00620 |     269.04626 |    1808.23364 |     307.62296 |     354.00620 |       0.49127 |       0.98503 |       0.14820 |       0.00002 |      -0.00114 |       0.01468 |       0.00036 |      -0.01050 |       0.00016 |       0.00004 |       7.84114 |       0.14659 |     337.23691 |     342.10379 |     342.16345 |       4.86689 |      26.26558 |     -80.44814 |   18661.62500 |   18634.93750 |   18618.99609 |      25.00000 |     -82.00000 | 
    307.78183 |     233.79480 |     354.18903 |     269.04626 |    1804.75232 |     307.78183 |     354.18903 |       0.49158 |       0.98509 |       0.14805 |       0.00002 |      -0.00649 |       0.01485 |       0.00046 |      -0.01047 |       0.00015 |       0.00003 |       7.83126 |       0.14657 |     337.23688 |     342.10364 |     342.16321 |       4.86675 |      26.26689 |     -80.44875 |   18691.75977 |   18665.83008 |   18649.13281 |      25.00000 |     -82.00000 | 
    307.94064 |     233.79536 |     354.37177 |     269.04691 |    1801.24939 |     307.94064 |     354.37177 |       0.49189 |       0.98505 |       0.14789 |       0.00002 |      -0.00189 |       0.01489 |       0.00042 |      -0.00945 |       0.00016 |       0.00004 |       7.82094 |       0.14654 |     337.23688 |     342.10349 |     342.16312 |       4.86660 |      26.26820 |     -80.44937 |   18721.83789 |   18696.13477 |   18679.21289 |      25.00000 |     -82.00000 | 
    308.09900 |     233.79536 |     354.55399 |     269.04691 |    1797.73499 |     308.09903 |     354.55405 |       0.49220 |       0.98505 |       0.14773 |       0.00002 |      -0.00270 |       0.01490 |       0.00032 |      -0.01106 |       0.00018 |       0.00001 |       7.81069 |       0.14652 |     337.23688 |     342.10333 |     342.16284 |       4.86646 |      26.26951 |     -80.44998 |   18751.83203 |   18726.32422 |   18709.21289 |      25.00000 |     -82.00000 | 
    308.25781 |     233.79594 |     354.73679 |     269.04758 |    1794.13599 |     308.25781 |     354.73679 |       0.49251 |       0.98504 |       0.14757 |       0.00002 |      -0.00069 |       0.01472 |       0.00056 |      -0.00949 |       0.00017 |      -0.00004 |       7.80028 |       0.14650 |     337.23682 |     342.10312 |     342.16281 |       4.86631 |      26.27082 |     -80.45060 |   18781.80078 |   18754.09570 |   18739.18359 |      25.00000 |     -82.00000 | 
    308.41617 |     233.79594 |     354.91901 |     269.04758 |    1790.52991 |     308.41620 |     354.91904 |       0.49282 |       0.98510 |       0.14742 |       0.00002 |      -0.00428 |       0.01494 |       0.00040 |      -0.01015 |       0.00017 |       0.00006 |       7.79038 |       0.14648 |     337.23682 |     342.10300 |     342.16260 |       4.86617 |      26.27213 |     -80.45121 |   18811.68164 |   18781.64453 |   18769.06836 |      25.00000 |     -82.00000 | 
    308.57477 |     233.79649 |     355.10153 |     269.04822 |    1786.93494 |     308.57477 |     355.10153 |       0.49313 |       0.98504 |       0.14726 |       0.00002 |      -0.00015 |       0.01501 |       0.00027 |      -0.01053 |       0.00021 |      -0.00002 |       7.77971 |       0.14648 |     337.23685 |     342.10287 |     342.16245 |       4.86602 |      26.27345 |     -80.45183 |   18841.51367 |   18809.14648 |   18798.90039 |      25.00000 |     -82.00000 | 
    308.73318 |     233.79649 |     355.28384 |     269.04822 |    1783.27185 |     308.73318 |     355.28384 |       0.49344 |       0.98513 |       0.14712 |       0.00002 |      -0.00312 |       0.01500 |       0.00052 |      -0.00996 |       0.00016 |       0.00001 |       7.76988 |       0.14647 |     337.23676 |     342.10263 |     342.16223 |       4.86588 |      26.27476 |     -80.45244 |   18871.28516 |   18836.71094 |   18828.67773 |      25.00000 |     -82.00000 | 
    308.89157 |     233.79649 |     355.46609 |     269.04822 |    1779.67554 |     308.89157 |     355.46609 |       0.49375 |       0.98512 |       0.14696 |       0.00002 |      -0.00274 |       0.01488 |       0.00038 |      -0.01085 |       0.00019 |       0.00006 |       7.75954 |       0.14646 |     337.23676 |     342.10248 |     342.16205 |       4.86573 |      26.27608 |     -80.45306 |   18900.97656 |   18863.96484 |   18858.37109 |      25.00000 |     -82.00000 | 
    309.05014 |     233.79707 |     355.64856 |     269.04889 |    1776.03503 |     309.05014 |     355.64856 |       0.49406 |       0.98519 |       0.14681 |       0.00002 |      -0.00311 |       0.01490 |       0.00036 |      -0.00924 |       0.00019 |      -0.00000 |       7.74972 |       0.14646 |     337.23676 |     342.10233 |     342.16180 |       4.86558 |      26.27739 |     -80.45367 |   18930.64258 |   18891.07812 |   18888.03906 |      25.00000 |     -82.00000 | 
    309.20856 |     233.79764 |     355.83087 |     269.04953 |    1772.47449 |     309.20856 |     355.83087 |       0.49437 |       0.98518 |       0.14666 |       0.00002 |      -0.00006 |       0.01490 |       0.00052 |      -0.00974 |       0.00019 |      -0.00002 |       7.73960 |       0.14646 |     337.23669 |     342.10214 |     342.16159 |       4.86544 |      26.27871 |     -80.45428 |   18960.22070 |   18919.59766 |   18917.62305 |      25.00000 |     -82.00000 | 
    309.36700 |     233.79764 |     356.01321 |     269.04953 |    1768.93201 |     309.36700 |     356.01321 |       0.49468 |       0.98525 |       0.14651 |       0.00002 |      -0.00439 |       0.01502 |       0.00048 |      -0.01084 |       0.00018 |       0.00001 |       7.72982 |       0.14645 |     337.23666 |     342.10196 |     342.16125 |       4.86529 |      26.28003 |     -80.45490 |   18989.77344 |   18950.60156 |   18947.17578 |      25.00000 |     -82.00000 | 
    309.52539 |     233.79822 |     356.19550 |     269.05020 |    1765.39758 |     309.52539 |     356.19550 |       0.49499 |       0.98528 |       0.14637 |       0.00002 |      -0.00303 |       0.01488 |       0.00039 |      -0.00926 |       0.00019 |       0.00001 |       7.72002 |       0.14645 |     337.23666 |     342.10181 |     342.16101 |       4.86514 |      26.28134 |     -80.45552 |   19019.23633 |   18979.31055 |   18976.64648 |      25.00000 |     -82.00000 | 
    309.68381 |     233.79936 |     356.37778 |     269.05151 |    1761.91492 |     309.68381 |     356.37778 |       0.49530 |       0.98531 |       0.14622 |       0.00002 |      -0.00210 |       0.01503 |       0.00050 |      -0.00953 |       0.00017 |       0.00010 |       7.71026 |       0.14644 |     337.23663 |     342.10162 |     342.16077 |       4.86500 |      26.28266 |     -80.45614 |   19048.65234 |   19011.46875 |   19006.06055 |      25.00000 |     -82.00000 | 
    309.84222 |     233.79936 |     356.56009 |     269.05151 |    1758.47632 |     309.84222 |     356.56009 |       0.49561 |       0.98537 |       0.14607 |       0.00002 |      -0.00266 |       0.01514 |       0.00035 |      -0.00962 |       0.00018 |       0.00008 |       7.70074 |       0.14644 |     337.23669 |     342.10153 |     342.16040 |       4.86485 |      26.28398 |     -80.45676 |   19078.01172 |   19043.59766 |   19035.42578 |      25.00000 |     -82.00000 | 
    310.00012 |     233.79993 |     356.74179 |     269.05215 |    1755.07996 |     310.00012 |     356.74179 |       0.49592 |       0.98536 |       0.14592 |       0.00002 |      -0.00156 |       0.01496 |       0.00040 |      -0.00951 |       0.00018 |       0.00000 |       7.69088 |       0.14643 |     337.23666 |     342.10138 |     342.16016 |       4.86470 |      26.28530 |     -80.45737 |   19107.29297 |   19075.32422 |   19064.70898 |      25.00000 |     -82.00000 | 
    310.15811 |     233.80051 |     356.92361 |     269.05283 |    1751.67224 |     310.15811 |     356.92361 |       0.49623 |       0.98535 |       0.14576 |       0.00002 |       0.00050 |       0.01501 |       0.00044 |      -0.00986 |       0.00017 |      -0.00000 |       7.68093 |       0.14641 |     337.23663 |     342.10120 |     342.15994 |       4.86456 |      26.28662 |     -80.45799 |   19136.55078 |   19106.39648 |   19093.96875 |      25.00000 |     -82.00000 | 
    310.31561 |     233.80051 |     357.10486 |     269.05283 |    1748.23987 |     310.31561 |     357.10486 |       0.49653 |       0.98542 |       0.14562 |       0.00002 |      -0.00563 |       0.01505 |       0.00051 |      -0.01051 |       0.00017 |       0.00003 |       7.67140 |       0.14639 |     337.23660 |     342.10101 |     342.15961 |       4.86441 |      26.28794 |     -80.45861 |   19165.72656 |   19137.06445 |   19123.14844 |      25.00000 |     -82.00000 | 
    310.47342 |     233.80107 |     357.28644 |     269.05347 |    1744.78516 |     310.47342 |     357.28644 |       0.49684 |       0.98534 |       0.14546 |       0.00002 |      -0.00043 |       0.01522 |       0.00036 |      -0.00973 |       0.00019 |       0.00001 |       7.66090 |       0.14639 |     337.23660 |     342.10086 |     342.15958 |       4.86426 |      26.28926 |     -80.45923 |   19194.87500 |   19166.66211 |   19152.29883 |      25.00000 |     -82.00000 | 
    310.63080 |     233.80107 |     357.46756 |     269.05347 |    1741.26660 |     310.63077 |     357.46753 |       0.49715 |       0.98545 |       0.14532 |       0.00002 |      -0.00622 |       0.01518 |       0.00039 |      -0.01001 |       0.00019 |      -0.00002 |       7.65154 |       0.14639 |     337.23657 |     342.10068 |     342.15918 |       4.86412 |      26.29059 |     -80.45985 |   19223.93750 |   19195.96289 |   19181.36523 |      25.00000 |     -82.00000 | 
    310.78842 |     233.80165 |     357.64893 |     269.05414 |    1737.78088 |     310.78845 |     357.64896 |       0.49746 |       0.98537 |       0.14516 |       0.00002 |       0.00085 |       0.01523 |       0.00038 |      -0.00948 |       0.00020 |      -0.00001 |       7.64113 |       0.14638 |     337.23654 |     342.10052 |     342.15912 |       4.86397 |      26.29191 |     -80.46046 |   19252.97070 |   19225.55664 |   19210.39844 |      25.00000 |     -82.00000 | 
    310.94449 |     233.80165 |     357.82855 |     269.05414 |    1734.29907 |     310.94452 |     357.82858 |       0.49776 |       0.98913 |       0.14458 |       0.00002 |      -0.84464 |       0.01517 |       0.00051 |      -0.08566 |       0.00018 |       0.00002 |       7.62659 |       0.14638 |     337.23648 |     342.10031 |     342.15787 |       4.86383 |      26.29323 |     -80.46108 |   19281.91797 |   19254.99414 |   19239.34961 |      25.00000 |     -82.00000 | 
    311.12766 |     234.00662 |     358.03931 |     269.29001 |    1717.59253 |     311.12766 |     358.03931 |       0.49811 |       0.91267 |       0.13315 |       0.00002 |      -1.16108 |       0.01515 |       0.00029 |      -1.30699 |       0.00012 |       0.00003 |       6.87330 |       0.14612 |     337.23456 |     342.09824 |     342.19217 |       4.86368 |      26.29456 |     -80.46171 |   19310.65039 |   19284.14258 |   19268.12109 |      25.00000 |     -82.00000 | 
    311.55148 |     234.42003 |     358.52707 |     269.76575 |    1545.96069 |     311.55151 |     358.52710 |       0.49884 |       0.81587 |       0.12185 |       0.00002 |       0.21269 |       0.01520 |       0.00023 |      -0.85667 |      -0.00009 |      -0.00002 |       5.67129 |       0.14560 |     337.23148 |     342.09500 |     342.40805 |       4.86353 |      26.29589 |     -80.46233 |   19336.84375 |   19308.52344 |   19294.53711 |      25.00000 |     -82.00000 | 
    312.22046 |     234.86397 |     359.29691 |     270.27664 |    1228.28088 |     312.22046 |     359.29691 |       0.49995 |       0.80948 |       0.12057 |       0.00002 |      -0.04428 |       0.01522 |       0.00024 |      -0.63158 |      -0.00023 |      -0.00006 |       4.94787 |       0.14505 |     337.22961 |     342.09299 |     342.62366 |       4.86338 |      26.29723 |     -80.46296 |   19357.54102 |   19309.09570 |   19315.53320 |      25.00000 |     -82.00000 | 
    313.09509 |     235.36157 |     360.30341 |     270.84927 |     885.47827 |     313.09509 |     360.30341 |       0.50138 |       0.86876 |       0.12811 |       0.00002 |       0.84413 |       0.01566 |       0.00035 |       0.58698 |      -0.00021 |      -0.00005 |       4.85334 |       0.14459 |     337.22931 |     342.09253 |     342.79092 |       4.86323 |      26.29858 |     -80.46358 |   19372.38867 |   19326.99805 |   19330.65039 |      25.00000 |     -82.00000 | 
    313.98099 |     235.80603 |     361.32288 |     271.36075 |     672.70599 |     313.98099 |     361.32288 |       0.50282 |       0.95844 |       0.13860 |       0.00002 |       0.11897 |       0.01560 |       0.00028 |       0.19709 |       0.00004 |      -0.00007 |       5.23873 |       0.14439 |     337.23022 |     342.09329 |     342.81534 |       4.86308 |      26.29992 |     -80.46422 |   19383.42188 |   19341.23633 |   19341.78711 |      25.00000 |     -82.00000 | 
    314.82812 |     236.31520 |     362.29773 |     271.94669 |     606.03839 |     314.82809 |     362.29770 |       0.50420 |       1.00391 |       0.14421 |       0.00002 |       0.22374 |       0.01569 |       0.00042 |       0.36214 |       0.00023 |      -0.00009 |       5.52710 |       0.14439 |     337.23087 |     342.09381 |     342.78897 |       4.86293 |      26.30126 |     -80.46484 |   19393.44141 |   19357.26562 |   19351.82031 |      25.00000 |     -82.00000 | 
    315.58914 |     236.76575 |     363.17352 |     272.46518 |     635.72241 |     315.58914 |     363.17352 |       0.50544 |       1.04419 |       0.14939 |       0.00002 |       0.18217 |       0.01554 |       0.00055 |       0.43140 |       0.00039 |      -0.00002 |       5.92458 |       0.14461 |     337.23181 |     342.09460 |     342.72061 |       4.86278 |      26.30260 |     -80.46547 |   19403.94336 |   19376.17188 |   19362.25977 |      25.00000 |     -82.00000 | 
    316.23248 |     237.14281 |     363.91388 |     272.89908 |     743.20923 |     316.23248 |     363.91388 |       0.50649 |       1.07367 |       0.15327 |       0.00002 |       0.13122 |       0.01550 |       0.00043 |       0.44478 |       0.00052 |      -0.00000 |       6.36416 |       0.14499 |     337.23291 |     342.09555 |     342.61743 |       4.86263 |      26.30394 |     -80.46610 |   19416.24219 |   19396.92188 |   19374.44531 |      25.00000 |     -82.00000 | 
    316.74240 |     237.52658 |     364.50067 |     273.34073 |     907.58881 |     316.74240 |     364.50067 |       0.50734 |       1.06394 |       0.14926 |       0.00002 |      -1.55195 |       0.01527 |       0.00057 |      -0.52111 |       0.00056 |      -0.00001 |       6.48501 |       0.14539 |     337.23318 |     342.09567 |     342.49118 |       4.86248 |      26.30529 |     -80.46673 |   19431.32617 |   19408.35938 |   19389.37891 |      25.00000 |     -82.00000 | 
    317.29608 |     238.19249 |     365.13785 |     274.10703 |    1011.58374 |     317.29608 |     365.13785 |       0.50826 |       0.93420 |       0.13169 |       0.00002 |       0.56334 |       0.01509 |       0.00033 |      -0.87412 |       0.00037 |      -0.00001 |       5.57309 |       0.14543 |     337.23087 |     342.09320 |     342.50699 |       4.86233 |      26.30664 |     -80.46736 |   19448.39062 |   19421.90430 |   19406.42773 |      25.00000 |     -82.00000 | 
    318.01547 |     238.78439 |     365.96570 |     274.78818 |     926.85107 |     318.01547 |     365.96570 |       0.50944 |       0.89553 |       0.12602 |       0.00002 |      -0.15354 |       0.01526 |       0.00026 |      -0.53616 |       0.00015 |       0.00001 |       4.95210 |       0.14534 |     337.22931 |     342.09149 |     342.63474 |       4.86218 |      26.30799 |     -80.46799 |   19463.98828 |   19427.27344 |   19422.15430 |      25.00000 |     -82.00000 | 
    318.87299 |     239.42897 |     366.95248 |     275.52994 |     750.89240 |     318.87299 |     366.95248 |       0.51084 |       0.88057 |       0.12371 |       0.00002 |      -0.04759 |       0.01550 |       0.00038 |      -0.46746 |       0.00001 |      -0.00003 |       4.44394 |       0.14512 |     337.22797 |     342.09000 |     342.76074 |       4.86203 |      26.30935 |     -80.46863 |   19476.54102 |   19438.99219 |   19434.87305 |      25.00000 |     -82.00000 | 
