
  Vtrue,_ktas |   _Vind,_kias |   Vtrue,__mph |   _Vind,__mph |   __VVI,__fpm |   Vtotl,_ktas |   Vtotl,__mph |   _Mach,ratio |   Gload,norml |   Gload,axial |   Gload,_side |   _Qdot,_d/ss |   _Pdot,_d/ss |   _Rdot,_d/ss |   ____Q,__d/s |   ____P,__d/s |   ____R,__d/s |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag |   __mag,_comp |   mavar,__deg |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   __alt,__ind |   __lat,south |   __lon,_west | 
    319.86246 |     240.15746 |     368.09116 |     276.36829 |     542.57031 |     319.86249 |     368.09119 |       0.51244 |       0.88325 |       0.12332 |       0.00002 |       0.01329 |       0.01571 |       0.00028 |      -0.33894 |      -0.00005 |      -0.00003 |       4.04207 |       0.14481 |     337.22693 |     342.08881 |     342.87494 |       4.86188 |      26.31071 |     -80.46927 |   19485.57227 |   19459.16797 |   19444.08398 |      25.00000 |     -82.00000 | 
    320.95969 |     240.95801 |     369.35385 |     277.28952 |     338.21909 |     320.95969 |     369.35385 |       0.51421 |       0.89981 |       0.12442 |       0.00002 |       0.05590 |       0.01574 |       0.00034 |      -0.20410 |      -0.00004 |      -0.00006 |       3.77343 |       0.14452 |     337.22620 |     342.08792 |     342.96863 |       4.86173 |      26.31207 |     -80.46991 |   19491.15234 |   19466.41016 |   19449.82812 |      25.00000 |     -82.00000 | 
    322.13309 |     241.72664 |     370.70413 |     278.17407 |     165.84450 |     322.13306 |     370.70410 |       0.51610 |       0.96279 |       0.13291 |       0.00002 |       1.82493 |       0.01607 |       0.00033 |       0.97637 |       0.00005 |      -0.00005 |       4.03696 |       0.14435 |     337.22684 |     342.08841 |     343.03699 |       4.86157 |      26.31344 |     -80.47055 |   19493.83789 |   19467.07422 |   19452.63086 |      25.00000 |     -82.00000 | 
    323.17218 |     242.28015 |     371.89990 |     278.81104 |     150.29259 |     323.17218 |     371.89990 |       0.51777 |       1.07629 |       0.14681 |       0.00002 |      -0.01826 |       0.01618 |       0.00044 |       0.51279 |       0.00030 |      -0.00003 |       4.89220 |       0.14450 |     337.22894 |     342.09036 |     342.97040 |       4.86142 |      26.31482 |     -80.47119 |   19496.07812 |   19466.46289 |   19454.79297 |      25.00000 |     -82.00000 | 
    324.04254 |     242.87970 |     372.90152 |     279.50098 |     302.14957 |     324.04254 |     372.90152 |       0.51917 |       1.10932 |       0.14939 |       0.00002 |      -1.23968 |       0.01606 |       0.00043 |       0.30421 |       0.00048 |      -0.00002 |       5.38477 |       0.14481 |     337.23016 |     342.09143 |     342.84045 |       4.86127 |      26.31620 |     -80.47184 |   19501.05273 |   19465.26172 |   19459.59961 |      25.00000 |     -82.00000 | 
    324.80676 |     243.65378 |     373.78094 |     280.39178 |     498.37506 |     324.80676 |     373.78094 |       0.52041 |       1.01888 |       0.13620 |       0.00002 |      -0.04308 |       0.01577 |       0.00039 |      -0.81185 |       0.00045 |       0.00001 |       4.98970 |       0.14501 |     337.22913 |     342.09024 |     342.73465 |       4.86111 |      26.31758 |     -80.47249 |   19509.46094 |   19467.36914 |   19467.86328 |      25.00000 |     -82.00000 | 
    325.66455 |     244.42923 |     374.76810 |     281.28415 |     553.47803 |     325.66455 |     374.76810 |       0.52180 |       0.95908 |       0.12778 |       0.00002 |      -0.05872 |       0.01593 |       0.00036 |      -0.31627 |       0.00029 |       0.00001 |       4.49268 |       0.14507 |     337.22787 |     342.08884 |     342.76907 |       4.86096 |      26.31897 |     -80.47314 |   19518.89453 |   19471.85547 |   19477.31836 |      25.00000 |     -82.00000 | 
    326.59396 |     245.16193 |     375.83762 |     282.12732 |     502.15118 |     326.59396 |     375.83762 |       0.52331 |       0.93978 |       0.12479 |       0.00002 |      -0.09259 |       0.01621 |       0.00024 |      -0.33425 |       0.00016 |      -0.00000 |       4.16565 |       0.14502 |     337.22705 |     342.08786 |     342.82675 |       4.86081 |      26.32036 |     -80.47379 |   19527.33398 |   19485.58203 |   19485.82617 |      25.00000 |     -82.00000 | 
    327.59940 |     245.94130 |     376.99466 |     283.02420 |     405.66965 |     327.59943 |     376.99469 |       0.52494 |       0.92948 |       0.12289 |       0.00002 |      -0.04026 |       0.01617 |       0.00034 |      -0.28730 |       0.00007 |      -0.00002 |       3.85363 |       0.14487 |     337.22626 |     342.08691 |     342.89246 |       4.86065 |      26.32175 |     -80.47444 |   19534.11719 |   19497.25000 |   19492.70312 |      25.00000 |     -82.00000 | 
    328.42474 |     246.60994 |     377.94446 |     283.79367 |     287.49170 |     328.42474 |     377.94446 |       0.52627 |       0.92641 |       0.05099 |       0.00002 |       1.24047 |       0.01640 |       0.00023 |       0.09362 |       0.00003 |      -0.00005 |       3.65255 |       0.14468 |     337.22571 |     342.08621 |     342.78607 |       4.86049 |      26.32315 |     -80.47510 |   19538.91211 |   19507.04492 |   19497.60352 |      25.00000 |     -82.00000 | 
    327.35071 |     245.67563 |     376.70850 |     282.71848 |     186.24881 |     327.35071 |     376.70850 |       0.52455 |       0.99596 |      -0.00014 |       0.00002 |      -1.90553 |       0.01626 |       0.00041 |      -0.23426 |       0.00010 |      -0.00010 |       3.97899 |       0.14458 |     337.22644 |     342.08679 |     341.63187 |       4.86034 |      26.32455 |     -80.47575 |   19541.90234 |   19514.88672 |   19500.64453 |      25.00000 |     -82.00000 | 
    325.94864 |     244.71373 |     375.09500 |     281.61154 |     125.17571 |     325.94861 |     375.09497 |       0.52231 |       0.90895 |      -0.01246 |       0.00002 |      -0.16041 |       0.01609 |       0.00039 |      -0.75125 |       0.00008 |      -0.00005 |       3.30768 |       0.14436 |     337.22467 |     342.08484 |     341.05862 |       4.86018 |      26.32595 |     -80.47640 |   19544.06445 |   19521.54297 |   19502.88477 |      25.00000 |     -82.00000 | 
    324.71143 |     243.84116 |     373.67123 |     280.60739 |     -50.86728 |     324.71143 |     373.67123 |       0.52033 |       0.85029 |      -0.01799 |       0.00002 |       0.11788 |       0.01590 |       0.00028 |      -0.79753 |       0.00001 |      -0.00005 |       2.53896 |       0.14411 |     337.22269 |     342.08270 |     340.94601 |       4.86003 |      26.32733 |     -80.47705 |   19543.31055 |   19522.73047 |   19502.32812 |      25.00000 |     -82.00000 | 
    323.65009 |     242.94072 |     372.44989 |     279.57120 |    -321.38287 |     323.65009 |     372.44989 |       0.51862 |       0.90008 |      -0.01203 |       0.00002 |       0.60599 |       0.01606 |       0.00035 |       0.59687 |       0.00001 |      -0.00008 |       2.51961 |       0.14389 |     337.22256 |     342.08243 |     340.99222 |       4.85987 |      26.32872 |     -80.47770 |   19537.92969 |   19487.86523 |   19497.18164 |      25.00000 |     -82.00000 | 
    322.60403 |     242.08826 |     371.24609 |     278.59021 |    -496.79303 |     322.60403 |     371.24609 |       0.51692 |       0.93427 |      -0.00758 |       0.00002 |      -1.59138 |       0.01553 |       0.00037 |      -0.88954 |       0.00015 |      -0.00006 |       2.48375 |       0.14377 |     337.22238 |     342.08209 |     341.02158 |       4.85972 |      26.33009 |     -80.47835 |   19529.42969 |   19482.89062 |   19488.77344 |      25.00000 |     -82.00000 | 
    321.75519 |     241.61888 |     370.26929 |     278.05005 |    -671.27826 |     321.75519 |     370.26929 |       0.51554 |       0.84419 |      -0.01410 |       0.00002 |       0.45889 |       0.01535 |       0.00026 |      -0.59156 |       0.00012 |      -0.00009 |       1.52708 |       0.14363 |     337.21994 |     342.07950 |     341.13193 |       4.85956 |      26.33146 |     -80.47899 |   19518.35352 |   19479.02734 |   19477.89062 |      25.00000 |     -82.00000 | 
    321.18317 |     241.22334 |     369.61099 |     277.59488 |    -947.36829 |     321.18317 |     369.61099 |       0.51459 |       0.84946 |      -0.00698 |       0.00002 |      -0.02503 |       0.01525 |       0.00029 |      -0.43568 |       0.00009 |      -0.00012 |       1.04891 |       0.14351 |     337.21863 |     342.07803 |     341.31226 |       4.85941 |      26.33284 |     -80.47963 |   19502.51562 |   19470.45898 |   19462.30078 |      25.00000 |     -82.00000 | 
    320.95239 |     241.08324 |     369.34543 |     277.43365 |   -1229.88354 |     320.95236 |     369.34540 |       0.51418 |       0.86731 |       0.00808 |       0.00002 |       0.17565 |       0.01515 |       0.00033 |      -0.22812 |       0.00012 |      -0.00007 |       0.71004 |       0.14340 |     337.21765 |     342.07690 |     341.56699 |       4.85926 |      26.33420 |     -80.48027 |   19481.91797 |   19456.99219 |   19441.93164 |      25.00000 |     -82.00000 | 
    321.15433 |     241.25214 |     369.57782 |     277.62802 |   -1475.25208 |     321.15430 |     369.57779 |       0.51446 |       0.90808 |       0.03346 |       0.00002 |       0.33742 |       0.01509 |       0.00031 |       0.06075 |       0.00022 |      -0.00006 |       0.62439 |       0.14338 |     337.21741 |     342.07651 |     341.91626 |       4.85911 |      26.33557 |     -80.48091 |   19457.16211 |   19438.46484 |   19417.35938 |      25.00000 |     -82.00000 | 
    321.87616 |     241.78520 |     370.40848 |     278.24146 |   -1639.36768 |     321.87613 |     370.40845 |       0.51556 |       0.97079 |       0.07104 |       0.00002 |       0.68000 |       0.01516 |       0.00040 |       0.43632 |       0.00036 |      -0.00008 |       0.86575 |       0.14350 |     337.21793 |     342.07687 |     342.37051 |       4.85895 |      26.33694 |     -80.48155 |   19429.66016 |   19405.52734 |   19389.94922 |      25.00000 |     -82.00000 | 
    323.20963 |     242.72734 |     371.94302 |     279.32565 |   -1676.42053 |     323.20963 |     371.94302 |       0.51764 |       1.05952 |       0.12398 |       0.00002 |       0.98599 |       0.01522 |       0.00048 |       0.88675 |       0.00056 |      -0.00000 |       1.52963 |       0.14380 |     337.21954 |     342.07834 |     342.93594 |       4.85880 |      26.33832 |     -80.48220 |   19401.45703 |   19372.18945 |   19361.72070 |      25.00000 |     -82.00000 | 
    325.01877 |     243.99173 |     374.02493 |     280.78067 |   -1533.88025 |     325.01877 |     374.02493 |       0.52048 |       1.16623 |       0.15811 |       0.00002 |       0.81566 |       0.01521 |       0.00042 |       1.21962 |       0.00079 |      -0.00001 |       2.62604 |       0.14439 |     337.22229 |     342.08093 |     343.44464 |       4.85864 |      26.33971 |     -80.48285 |   19375.40820 |   19340.32812 |   19335.47852 |      25.00000 |     -82.00000 | 
    326.55228 |     245.08183 |     375.78967 |     282.03516 |   -1201.48254 |     326.55231 |     375.78970 |       0.52290 |       1.24521 |       0.17014 |       0.00002 |       0.47303 |       0.01551 |       0.00063 |       1.20613 |       0.00094 |       0.00011 |       3.82027 |       0.14522 |     337.22534 |     342.08383 |     343.50577 |       4.85849 |      26.34107 |     -80.48349 |   19355.70508 |   19315.10156 |   19315.45508 |      25.00000 |     -82.00000 | 
    327.74768 |     245.97986 |     377.16528 |     283.06857 |    -711.74951 |     327.74768 |     377.16528 |       0.52479 |       1.28661 |       0.17592 |       0.00002 |       0.33417 |       0.01545 |       0.00048 |       1.13466 |       0.00103 |       0.00016 |       4.97663 |       0.14625 |     337.22842 |     342.08676 |     343.28949 |       4.85833 |      26.34246 |     -80.48414 |   19343.82812 |   19297.69141 |   19303.09961 |      25.00000 |     -82.00000 | 
    328.57166 |     246.62672 |     378.11349 |     283.81299 |    -137.63763 |     328.57166 |     378.11349 |       0.52610 |       1.30031 |       0.17725 |       0.00002 |       0.14110 |       0.01549 |       0.00069 |       0.98717 |       0.00098 |       0.00016 |       6.04388 |       0.14734 |     337.23132 |     342.08951 |     342.94284 |       4.85818 |      26.34386 |     -80.48479 |   19341.60156 |   19298.93359 |   19300.34570 |      25.00000 |     -82.00000 | 
    329.05780 |     247.05037 |     378.67297 |     284.30051 |     462.30624 |     329.05780 |     378.67297 |       0.52690 |       1.28415 |       0.17376 |       0.00002 |       0.03971 |       0.01577 |       0.00047 |       0.76932 |       0.00088 |       0.00021 |       6.91757 |       0.14834 |     337.23376 |     342.09180 |     342.56268 |       4.85802 |      26.34526 |     -80.48545 |   19349.44336 |   19306.47266 |   19307.66406 |      25.00000 |     -82.00000 | 
    329.26566 |     247.27246 |     378.91214 |     284.55606 |    1031.82507 |     329.26566 |     378.91214 |       0.52726 |       1.24576 |       0.16690 |       0.00002 |      -0.05908 |       0.01593 |       0.00060 |       0.52603 |       0.00068 |       0.00024 |       7.56031 |       0.14915 |     337.23569 |     342.09354 |     342.21915 |       4.85786 |      26.34666 |     -80.48611 |   19366.82617 |   19329.34961 |   19324.57031 |      25.00000 |     -82.00000 | 
    329.26620 |     247.43173 |     378.91281 |     284.73935 |    1525.19421 |     329.26617 |     378.91278 |       0.52732 |       1.15500 |       0.15051 |       0.00002 |      -1.37452 |       0.01611 |       0.00043 |      -0.62724 |       0.00044 |       0.00020 |       7.59726 |       0.14954 |     337.23599 |     342.09369 |     341.96188 |       4.85771 |      26.34806 |     -80.48676 |   19392.46094 |   19358.93359 |   19349.82227 |      25.00000 |     -82.00000 | 
    329.30972 |     247.73973 |     378.96286 |     285.09381 |    1811.67908 |     329.30975 |     378.96292 |       0.52745 |       0.97398 |       0.12683 |       0.00002 |       0.01588 |       0.01635 |       0.00038 |      -1.03805 |       0.00003 |       0.00020 |       6.61463 |       0.14926 |     337.23361 |     342.09116 |     341.97806 |       4.85755 |      26.34946 |     -80.48742 |   19423.04297 |   19393.97656 |   19380.27930 |      25.00000 |     -82.00000 | 
    329.54413 |     247.97627 |     379.23264 |     285.36600 |    1796.94617 |     329.54413 |     379.23264 |       0.52788 |       0.87266 |       0.11546 |       0.00003 |      -0.40784 |       0.01688 |       0.00016 |      -0.98256 |      -0.00033 |       0.00016 |       5.64859 |       0.14862 |     337.23126 |     342.08865 |     342.17920 |       4.85739 |      26.35086 |     -80.48808 |   19453.26367 |   19428.71680 |   19410.62305 |      25.00000 |     -82.00000 | 
    330.00201 |     248.30621 |     379.75952 |     285.74570 |    1575.89893 |     330.00201 |     379.75952 |       0.52867 |       0.80706 |       0.10914 |       0.00003 |      -0.26355 |       0.01710 |       0.00017 |      -0.96831 |      -0.00061 |       0.00007 |       4.66368 |       0.14769 |     337.22882 |     342.08606 |     342.41824 |       4.85723 |      26.35226 |     -80.48873 |   19479.65234 |   19448.16797 |   19437.27734 |      25.00000 |     -82.00000 | 
    330.71158 |     248.79785 |     380.57611 |     286.31146 |    1226.86926 |     330.71158 |     380.57611 |       0.52985 |       0.77746 |       0.10630 |       0.00003 |      -0.11567 |       0.01776 |       0.00008 |      -0.82472 |      -0.00074 |       0.00006 |       3.76433 |       0.14660 |     337.22656 |     342.08365 |     342.65002 |       4.85708 |      26.35367 |     -80.48940 |   19500.12305 |   19465.34766 |   19458.09180 |      25.00000 |     -82.00000 | 
    331.66583 |     249.46741 |     381.67422 |     287.08197 |     819.98120 |     331.66580 |     381.67419 |       0.53141 |       0.78183 |       0.10614 |       0.00003 |       0.00917 |       0.01783 |       0.00022 |      -0.60299 |      -0.00074 |       0.00004 |       3.05290 |       0.14551 |     337.22479 |     342.08173 |     342.84946 |       4.85692 |      26.35508 |     -80.49005 |   19513.72461 |   19482.74219 |   19472.06055 |      25.00000 |     -82.00000 | 
    332.82739 |     250.29741 |     383.01093 |     288.03711 |     419.78769 |     332.82739 |     383.01093 |       0.53328 |       0.81294 |       0.10807 |       0.00003 |       0.10198 |       0.01818 |       0.00008 |      -0.35581 |      -0.00060 |      -0.00004 |       2.57892 |       0.14454 |     337.22360 |     342.08035 |     343.00894 |       4.85676 |      26.35649 |     -80.49072 |   19520.59766 |   19494.21484 |   19479.26953 |      25.00000 |     -82.00000 | 
    334.13873 |     251.24803 |     384.51999 |     289.13107 |      77.37431 |     334.13873 |     384.51999 |       0.53539 |       0.85754 |       0.11189 |       0.00003 |       0.91674 |       0.01828 |       0.00020 |      -0.07944 |      -0.00048 |      -0.00012 |       2.34820 |       0.14373 |     337.22290 |     342.07950 |     343.12848 |       4.85660 |      26.35791 |     -80.49138 |   19521.73047 |   19493.72656 |   19480.66992 |      25.00000 |     -82.00000 | 
    335.50214 |     252.09604 |     386.08899 |     290.10696 |    -157.57736 |     335.50214 |     386.08899 |       0.53757 |       1.00536 |       0.12692 |       0.00003 |       0.59666 |       0.01848 |       0.00040 |       1.26373 |      -0.00024 |      -0.00010 |       3.07316 |       0.14319 |     337.22461 |     342.08105 |     343.19107 |       4.85644 |      26.35934 |     -80.49205 |   19518.86914 |   19486.73047 |   19477.93750 |      25.00000 |     -82.00000 | 
    336.66898 |     252.82181 |     387.43176 |     290.94214 |    -129.62624 |     336.66901 |     387.43179 |       0.53943 |       1.10471 |       0.13839 |       0.00003 |       0.37912 |       0.01827 |       0.00036 |       0.65152 |       0.00011 |      -0.00014 |       3.91334 |       0.14303 |     337.22659 |     342.08289 |     343.10471 |       4.85628 |      26.36077 |     -80.49272 |   19516.42383 |   19484.21289 |   19475.35352 |      25.00000 |     -82.00000 | 
    337.64005 |     253.50548 |     388.54926 |     291.72891 |      79.96937 |     337.64005 |     388.54926 |       0.54099 |       1.14342 |       0.14272 |       0.00003 |       0.37602 |       0.01819 |       0.00051 |       0.65068 |       0.00032 |      -0.00012 |       4.56599 |       0.14313 |     337.22809 |     342.08420 |     342.95273 |       4.85612 |      26.36220 |     -80.49339 |   19517.68359 |   19484.97070 |   19476.38086 |      25.00000 |     -82.00000 | 
    338.41013 |     254.15633 |     389.43542 |     292.47787 |     371.10190 |     338.41016 |     389.43549 |       0.54224 |       1.12005 |       0.13694 |       0.00003 |      -1.18784 |       0.01800 |       0.00047 |      -0.37549 |       0.00051 |      -0.00008 |       4.79660 |       0.14335 |     337.22858 |     342.08453 |     342.76672 |       4.85596 |      26.36364 |     -80.49406 |   19523.88672 |   19486.09961 |   19482.31445 |      25.00000 |     -82.00000 | 
    339.17780 |     254.96375 |     390.31888 |     293.40704 |     582.46594 |     339.17783 |     390.31891 |       0.54349 |       0.99149 |       0.12144 |       0.00003 |       0.47810 |       0.01763 |       0.00037 |      -0.52057 |       0.00044 |      -0.00009 |       4.16659 |       0.14347 |     337.22693 |     342.08273 |     342.71384 |       4.85580 |      26.36508 |     -80.49474 |   19533.84961 |   19492.17383 |   19492.17383 |      25.00000 |     -82.00000 | 
    339.27039 |     255.10880 |     390.42538 |     293.57397 |     602.21906 |     339.27039 |     390.42538 |       0.54366 |       0.96790 |       0.01334 |       0.00002 |       1.19493 |       0.01780 |       0.00042 |       0.35048 |       0.00030 |      -0.00006 |       4.00769 |       0.14357 |     337.22644 |     342.08206 |     342.24173 |       4.85564 |      26.36653 |     -80.49542 |   19544.04883 |   19502.88477 |   19502.41602 |      25.00000 |     -82.00000 | 
    337.72400 |     253.86662 |     388.64584 |     292.14450 |     577.39325 |     337.72400 |     388.64584 |       0.54120 |       0.97137 |      -0.01390 |       0.00002 |      -1.21586 |       0.01763 |       0.00042 |      -0.79294 |       0.00027 |      -0.00006 |       3.96176 |       0.14361 |     337.22626 |     342.08173 |     341.17392 |       4.85547 |      26.36797 |     -80.49609 |   19553.61523 |   19509.86914 |   19511.99609 |      25.00000 |     -82.00000 | 
    336.14499 |     252.74890 |     386.82877 |     290.85825 |     483.28784 |     336.14499 |     386.82877 |       0.53869 |       0.86198 |      -0.02493 |       0.00003 |      -0.44566 |       0.01732 |       0.00018 |      -0.97076 |       0.00015 |      -0.00012 |       3.03220 |       0.14345 |     337.22385 |     342.07916 |     340.80121 |       4.85531 |      26.36940 |     -80.49677 |   19561.83594 |   19517.39062 |   19520.36914 |      25.00000 |     -82.00000 | 
    334.80264 |     251.76469 |     385.28403 |     289.72565 |     216.21834 |     334.80261 |     385.28400 |       0.53654 |       0.78775 |      -0.03051 |       0.00002 |      -0.39246 |       0.01712 |       0.00032 |      -1.07333 |      -0.00002 |      -0.00013 |       2.00290 |       0.14317 |     337.22113 |     342.07629 |     340.80307 |       4.85515 |      26.37083 |     -80.49744 |   19565.55078 |   19525.17383 |   19524.38672 |      25.00000 |     -82.00000 | 
    333.75256 |     250.99487 |     384.07562 |     288.83975 |    -189.68369 |     333.75256 |     384.07562 |       0.53485 |       0.73899 |      -0.03341 |       0.00002 |       0.16678 |       0.01695 |       0.00016 |      -1.01297 |      -0.00013 |      -0.00010 |       0.94710 |       0.14280 |     337.21838 |     342.07336 |     340.94482 |       4.85499 |      26.37225 |     -80.49811 |   19562.42188 |   19528.43164 |   19521.66211 |      25.00000 |     -82.00000 | 
    332.97705 |     250.34810 |     383.18317 |     288.09546 |    -669.16486 |     332.97705 |     383.18317 |       0.53359 |       0.80481 |      -0.02766 |       0.00002 |       1.56138 |       0.01678 |       0.00025 |       0.48470 |      -0.00013 |      -0.00015 |       0.71087 |       0.14242 |     337.21765 |     342.07248 |     341.11432 |       4.85483 |      26.37367 |     -80.49877 |   19551.16406 |   19527.07617 |   19510.82227 |      25.00000 |     -82.00000 | 
    332.23538 |     249.55090 |     382.32968 |     287.17807 |    -998.32758 |     332.23538 |     382.32968 |       0.53237 |       0.99803 |      -0.00907 |       0.00003 |      -2.18709 |       0.01659 |       0.00029 |       0.78645 |       0.00014 |      -0.00018 |       1.60793 |       0.14224 |     337.21973 |     342.07440 |     341.21259 |       4.85467 |      26.37509 |     -80.49944 |   19534.16016 |   19507.42383 |   19493.98438 |      25.00000 |     -82.00000 | 
    331.44104 |     249.07147 |     381.41556 |     286.62634 |   -1066.25964 |     331.44104 |     381.41556 |       0.53106 |       0.94443 |      -0.01293 |       0.00002 |      -0.64315 |       0.01613 |       0.00040 |      -0.95700 |       0.00037 |      -0.00015 |       1.23254 |       0.14227 |     337.21863 |     342.07315 |     341.24881 |       4.85451 |      26.37650 |     -80.50010 |   19516.24414 |   19482.98242 |   19476.08203 |      25.00000 |     -82.00000 | 
    330.85114 |     248.79301 |     380.73669 |     286.30591 |   -1193.46008 |     330.85114 |     380.73669 |       0.53007 |       0.88465 |      -0.01567 |       0.00002 |       0.28270 |       0.01577 |       0.00035 |      -0.25909 |       0.00039 |      -0.00013 |       0.56361 |       0.14242 |     337.21683 |     342.07117 |     341.34433 |       4.85435 |      26.37791 |     -80.50076 |   19496.49219 |   19446.93945 |   19456.50000 |      25.00000 |     -82.00000 | 
    330.48428 |     248.56693 |     380.31454 |     286.04572 |   -1392.32825 |     330.48428 |     380.31454 |       0.52944 |       0.90426 |      -0.00545 |       0.00002 |       0.06377 |       0.01558 |       0.00033 |      -0.17578 |       0.00040 |      -0.00013 |       0.35760 |       0.14260 |     337.21619 |     342.07037 |     341.50232 |       4.85420 |      26.37931 |     -80.50142 |   19473.24023 |   19443.13281 |   19433.42383 |      25.00000 |     -82.00000 | 
    330.41687 |     248.57014 |     380.23697 |     286.04944 |   -1568.90271 |     330.41687 |     380.23697 |       0.52928 |       0.93078 |       0.01262 |       0.00002 |       0.22402 |       0.01531 |       0.00036 |       0.01534 |       0.00043 |      -0.00009 |       0.27343 |       0.14280 |     337.21585 |     342.06989 |     341.74094 |       4.85404 |      26.38072 |     -80.50208 |   19447.01562 |   19421.47852 |   19407.33594 |      25.00000 |     -82.00000 | 
    330.74756 |     248.85797 |     380.61749 |     286.38065 |   -1691.84692 |     330.74756 |     380.61749 |       0.52975 |       0.97477 |       0.04102 |       0.00002 |       0.37620 |       0.01523 |       0.00038 |       0.26959 |       0.00049 |      -0.00008 |       0.41294 |       0.14306 |     337.21613 |     342.07001 |     342.07849 |       4.85388 |      26.38212 |     -80.50273 |   19418.71875 |   19388.25195 |   19379.11523 |      25.00000 |     -82.00000 | 
    331.57947 |     249.49577 |     381.57486 |     287.11462 |   -1727.32239 |     331.57947 |     381.57486 |       0.53102 |       1.03743 |       0.08196 |       0.00002 |       0.64344 |       0.01525 |       0.00041 |       0.60209 |       0.00056 |      -0.00007 |       0.84291 |       0.14341 |     337.21710 |     342.07083 |     342.52609 |       4.85372 |      26.38353 |     -80.50340 |   19389.81055 |   19369.87891 |   19350.19531 |      25.00000 |     -82.00000 | 
    333.01923 |     250.54379 |     383.23172 |     288.32065 |   -1636.13818 |     333.01923 |     383.23172 |       0.53327 |       1.12329 |       0.13570 |       0.00002 |       0.97157 |       0.01531 |       0.00043 |       1.02326 |       0.00069 |       0.00001 |       1.65454 |       0.14388 |     337.21912 |     342.07269 |     343.08646 |       4.85356 |      26.38494 |     -80.50406 |   19362.40625 |   19335.58398 |   19322.64453 |      25.00000 |     -82.00000 | 
    334.69620 |     251.75357 |     385.16153 |     289.71283 |   -1373.39917 |     334.69620 |     385.16153 |       0.53591 |       1.21959 |       0.15634 |       0.00003 |       0.57702 |       0.01535 |       0.00037 |       1.22005 |       0.00086 |       0.00003 |       2.80948 |       0.14456 |     337.22205 |     342.07544 |     343.43918 |       4.85340 |      26.38637 |     -80.50472 |   19339.37305 |   19285.99219 |   19299.30273 |      25.00000 |     -82.00000 | 
    336.05411 |     252.76213 |     386.72418 |     290.87347 |    -934.05103 |     336.05408 |     386.72415 |       0.53805 |       1.28015 |       0.16467 |       0.00002 |       0.36101 |       0.01521 |       0.00054 |       1.16039 |       0.00091 |       0.00008 |       3.99396 |       0.14544 |     337.22510 |     342.07834 |     343.37286 |       4.85324 |      26.38779 |     -80.50539 |   19323.74219 |   19276.90820 |   19283.22070 |      25.00000 |     -82.00000 | 
    337.03781 |     253.52129 |     387.85620 |     291.74710 |    -377.05161 |     337.03781 |     387.85620 |       0.53961 |       1.30735 |       0.16793 |       0.00002 |       0.20316 |       0.01583 |       0.00055 |       1.06306 |       0.00094 |       0.00015 |       5.11243 |       0.14641 |     337.22806 |     342.08115 |     343.08771 |       4.85308 |      26.38923 |     -80.50607 |   19317.49023 |   19277.09961 |   19276.44727 |      25.00000 |     -82.00000 | 
    337.66605 |     254.03860 |     388.57913 |     292.34241 |     233.38586 |     337.66605 |     388.57913 |       0.54062 |       1.30251 |       0.16636 |       0.00002 |       0.09146 |       0.01577 |       0.00052 |       0.86607 |       0.00090 |       0.00015 |       6.07335 |       0.14739 |     337.23068 |     342.08359 |     342.71805 |       4.85292 |      26.39066 |     -80.50674 |   19321.49219 |   19287.75195 |   19279.90430 |      25.00000 |     -82.00000 | 
    337.98987 |     254.33598 |     388.95181 |     292.68463 |     835.44366 |     337.98987 |     388.95181 |       0.54117 |       1.27142 |       0.16096 |       0.00002 |      -0.02031 |       0.01581 |       0.00053 |       0.63194 |       0.00077 |       0.00021 |       6.81825 |       0.14824 |     337.23279 |     342.08554 |     342.35397 |       4.85275 |      26.39210 |     -80.50741 |   19335.58789 |   19304.07617 |   19293.48633 |      25.00000 |     -82.00000 | 
    338.07275 |     254.44623 |     389.04721 |     292.81149 |    1377.97852 |     338.07275 |     389.04721 |       0.54135 |       1.22489 |       0.15221 |       0.00003 |      -1.33053 |       0.01596 |       0.00036 |       0.18981 |       0.00057 |       0.00020 |       7.29888 |       0.14888 |     337.23425 |     342.08685 |     342.05167 |       4.85259 |      26.39354 |     -80.50809 |   19358.75977 |   19329.44141 |   19316.21484 |      25.00000 |     -82.00000 | 
    338.04059 |     254.63457 |     389.01016 |     293.02823 |    1798.89661 |     338.04062 |     389.01022 |       0.54136 |       1.06906 |       0.13077 |       0.00002 |      -1.07239 |       0.01619 |       0.00040 |      -1.01163 |       0.00030 |       0.00017 |       6.78944 |       0.14897 |     337.23309 |     342.08551 |     341.90591 |       4.85243 |      26.39497 |     -80.50876 |   19389.04492 |   19361.64844 |   19346.21875 |      25.00000 |     -82.00000 | 
    338.15302 |     254.84587 |     389.13953 |     293.27139 |    1934.41785 |     338.15302 |     389.13953 |       0.54161 |       0.91505 |       0.11404 |       0.00003 |      -0.30412 |       0.01658 |       0.00024 |      -0.93807 |      -0.00004 |       0.00017 |       5.77516 |       0.14860 |     337.23062 |     342.08289 |     342.04349 |       4.85227 |      26.39641 |     -80.50943 |   19421.66602 |   19393.89453 |   19378.85742 |      25.00000 |     -82.00000 | 
